decision_date,adj_close,ma20,ma60,ret20,taiwan_group,above,rspos,breadth_group,turnover,margin,capital_group,chg20,derivatives_group,session_date,sox20,external_group,bullish_count,bearish_count,market_state,market_confidence
2024-01-18,30.821611404418945,31.245076751708986,30.65064350763957,-0.018378804652084968,neutral,0.45,0.55,neutral,356477877900,10072496,neutral,-2185.0,bearish,2024-01-18,0.025032952341835335,bullish,1,1,ordinary_market,1.0
2024-01-19,31.92667007446289,31.284974765777587,30.70639460881551,0.025634222769784776,bullish,0.45,0.3625,neutral,522203298711,10103657,neutral,14950.0,bullish,2024-01-19,0.060619610476655206,bullish,3,0,strong_market,1.0
2024-01-22,32.14287567138672,31.331574821472167,30.76359723409017,0.029861422568429274,bullish,0.6625,0.45,neutral,512479943043,10117710,neutral,8896.0,bullish,2024-01-22,0.09455397759722217,bullish,3,0,strong_market,1.0
2024-01-23,32.20294189453125,31.374722480773926,30.822974745432536,0.02753521049614216,bullish,0.5875,0.4,neutral,402089287278,10113246,neutral,12841.0,bullish,2024-01-23,0.07203191702257006,bullish,3,0,strong_market,1.0
2024-01-24,32.1909294128418,31.408466053009032,30.885477765401205,0.021413574165410898,bullish,0.8,0.4625,neutral,360573963443,10146382,bearish,11412.0,bullish,2024-01-24,0.08480345819160195,bullish,3,1,strong_market,1.0
2024-01-25,32.58730697631836,31.444421672821044,30.95223948160807,0.022565206649320935,bullish,0.8,0.3875,neutral,395095777137,10131228,neutral,15623.0,bullish,2024-01-25,0.06293825429176159,bullish,3,0,strong_market,1.0
2024-01-26,32.58730697631836,31.480377292633058,31.008241526285808,0.022565206649320935,bullish,0.725,0.325,neutral,343340428213,10120167,bearish,18049.0,bullish,2024-01-26,0.030254487063632096,bullish,3,1,strong_market,1.0
2024-01-29,32.791500091552734,31.53006410598755,31.06392987569173,0.031251765771193485,bullish,0.8375,0.375,neutral,311589120106,10099116,neutral,20087.0,bullish,2024-01-29,0.04267129747312359,bullish,3,0,strong_market,1.0
2024-01-30,32.70742416381836,31.58200283050537,31.11391305923462,0.032801350896464854,bullish,0.7625,0.4,neutral,394497571500,10111863,bullish,18303.0,bullish,2024-01-30,0.03461167535514509,bullish,4,0,strong_market,1.0
2024-01-31,32.27500915527344,31.639904594421388,31.156884956359864,0.03721554939434557,bullish,0.75,0.4375,neutral,382762046898,10114589,neutral,22509.0,bullish,2024-01-31,0.059129384868845,bullish,3,0,strong_market,1.0
2024-02-01,32.27500915527344,31.69839334487915,31.197118059794107,0.03760701506570263,bullish,0.7125,0.7875,bullish,426746078851,10066690,bullish,16949.0,bullish,2024-02-01,0.08608270629929793,bullish,5,0,strong_market,1.0
2024-02-02,32.45518112182617,31.76999912261963,31.240158398946125,0.04616292840937608,bullish,0.7125,0.425,neutral,434835650368,10039401,bullish,13546.0,bullish,2024-02-02,0.1094643877668926,bullish,4,0,strong_market,1.0
2024-02-05,32.65937042236328,31.844771480560304,31.28855816523234,0.04798648572474806,bullish,0.7125,0.525,neutral,423028499177,9987822,bullish,13297.0,bullish,2024-02-05,0.1155742377762572,bullish,4,0,strong_market,1.0
2024-02-15,34.19685745239258,31.99348373413086,31.354953161875407,0.09525932792295211,bullish,0.775,0.4875,neutral,649318270932,10002034,bullish,21607.0,bullish,2024-02-15,0.08357979434130391,bullish,4,0,strong_market,1.0
2024-02-16,33.94461441040039,32.137800216674805,31.415970293680825,0.09293268038551461,bullish,0.8,0.5,neutral,540750161331,10011890,bullish,17852.0,bullish,2024-02-16,0.03474461550410313,bullish,4,0,strong_market,1.0
2024-02-19,33.896568298339844,32.273258686065674,31.47012208302816,0.08686743628701032,bullish,0.85,0.5,neutral,489332888710,10070958,bullish,21838.0,bullish,2024-02-16,0.03474461550410313,bullish,4,0,strong_market,1.0
2024-02-20,34.028690338134766,32.417670822143556,31.526280275980632,0.09274891475934033,bullish,0.8625,0.5,neutral,468364188146,10108487,neutral,29146.0,bullish,2024-02-20,0.01601924450984149,bullish,3,0,strong_market,1.0
2024-02-21,33.92058563232422,32.55667772293091,31.579071712493896,0.08927739414596947,bullish,0.9125,0.425,neutral,465419922129,10107533,neutral,24189.0,bullish,2024-02-21,0.007043775294577115,bullish,3,0,strong_market,1.0
2024-02-22,34.30495834350586,32.7266411781311,31.638464991251627,0.10998845803636503,bullish,0.8625,0.3875,neutral,531407979385,10174354,neutral,20333.0,bullish,2024-02-22,0.04104985264423555,bullish,3,0,strong_market,1.0
2024-02-23,34.53317642211914,32.922429370880124,31.69540170033773,0.12789336285010622,bullish,0.75,0.4125,neutral,583221644490,10153793,neutral,18678.0,bullish,2024-02-23,0.03192346308428218,bullish,3,0,strong_market,1.0
2024-02-26,34.58121871948242,33.1104097366333,31.757834243774415,0.12197958327787028,bullish,0.8625,0.575,neutral,485565604967,10195966,neutral,19801.0,bullish,2024-02-26,0.07401259988478093,bullish,3,0,strong_market,1.0
2024-02-27,34.43708419799805,33.23593044281006,31.818060143788657,0.07863062817638333,bullish,0.825,0.6375,bullish,574543582850,10165847,neutral,6412.0,bullish,2024-02-27,0.06075745476026562,bullish,4,0,strong_market,1.0
2024-02-29,34.425071716308594,33.35004024505615,31.87847719192505,0.07100161380250936,bullish,0.8625,0.65,bullish,551828390614,10227439,neutral,10476.0,bullish,2024-02-29,0.1093660544070818,bullish,4,0,strong_market,1.0
2024-03-01,34.30495834350586,33.45514106750488,31.940218035380045,0.06527405029822986,bullish,0.8625,0.8,bullish,536872847218,10227809,neutral,-46.0,bearish,2024-03-01,0.15164189544583917,bullish,3,1,strong_market,1.0
2024-03-04,35.30191421508789,33.61069030761719,32.01505349477132,0.09664165834879679,bullish,0.8625,0.625,bullish,631833323705,10292383,neutral,4470.0,bullish,2024-03-04,0.1487849686932219,bullish,4,0,strong_market,1.0
2024-03-05,35.590187072753906,33.760834312438966,32.0950847307841,0.09214876511943082,bullish,0.8875,0.65,bullish,563621600612,10311911,neutral,-57.0,bearish,2024-03-05,0.11205988230108743,bullish,3,1,strong_market,1.0
2024-03-06,35.75835418701172,33.91938667297363,32.177136198679605,0.09730927483507013,bullish,0.85,0.6625,bullish,559133385977,11723308,neutral,-1098.0,bearish,2024-03-06,0.15205603922304411,bullish,3,1,strong_market,1.0
2024-03-07,36.58715057373047,34.10916919708252,32.27124026616414,0.11575104742327769,bullish,0.7,0.525,neutral,709312946183,10295437,neutral,-320.0,bearish,2024-03-07,0.1717274818395098,bullish,2,1,ordinary_market,1.0
2024-03-08,37.10364532470703,34.32898025512695,32.375908851623535,0.13441049771665803,bullish,0.55,0.4,neutral,769501207089,10217412,neutral,-2440.0,bearish,2024-03-08,0.10713911863572911,bullish,2,1,ordinary_market,1.0
2024-03-11,36.73128890991211,34.55179424285889,32.47808853785197,0.1380721453307645,bullish,0.625,0.325,neutral,530180406442,10286484,bearish,-5031.0,bearish,2024-03-11,0.07069831288359962,bullish,2,2,ordinary_market,1.0
2024-03-12,37.11565780639648,34.79382667541504,32.58491366704305,0.14998132542224618,bullish,0.7375,0.3375,neutral,588799149924,10340948,neutral,-4588.0,bearish,2024-03-12,0.09483901958269025,bullish,2,1,ordinary_market,1.0
2024-03-13,37.29582977294922,35.03585910797119,32.69787178039551,0.14914871782575578,bullish,0.575,0.25,neutral,700671511078,10321136,neutral,-2996.0,bearish,2024-03-13,0.08969423876492999,bullish,2,1,ordinary_market,1.0
2024-03-14,37.259796142578125,35.26588039398193,32.80612109502157,0.14086082066862904,bullish,0.45,0.2375,neutral,604600612873,10386367,neutral,-3104.0,bearish,2024-03-14,0.04780287830108354,bullish,2,1,ordinary_market,1.0
2024-03-15,36.75531005859375,35.39380302429199,32.90537544886271,0.07481543032902782,bullish,0.5,0.4,neutral,676220688213,10425430,neutral,-9045.0,bearish,2024-03-15,0.04379233869477517,bullish,2,1,ordinary_market,1.0
2024-03-18,37.09162902832031,35.55115375518799,33.009061336517334,0.09271027739103443,bullish,0.6625,0.4375,neutral,190777663333,10481113,bearish,-3701.0,bearish,2024-03-18,0.050780954693940394,bullish,2,2,ordinary_market,1.0
2024-03-19,37.00755310058594,35.70670299530029,33.11115032831828,0.09177875396898094,bullish,0.7125,0.4375,neutral,596412546981,10545038,neutral,-7505.0,bearish,2024-03-19,0.057425936739606165,bullish,2,1,ordinary_market,1.0
2024-03-20,36.80335235595703,35.845436096191406,33.20357580184937,0.0815389011522667,bullish,0.6875,0.4125,neutral,647204173955,10579883,neutral,-7530.0,bearish,2024-03-20,0.07687643893217166,bullish,2,1,ordinary_market,1.0
2024-03-21,37.81232452392578,36.04002304077149,33.31066551208496,0.11473088742586368,bullish,0.6875,0.35,neutral,608430643563,10614202,neutral,1711.0,bullish,2024-03-21,0.04938750513402668,bullish,3,0,strong_market,1.0
2024-03-22,37.764278411865234,36.212989044189456,33.416171900431316,0.10084023521381846,bullish,0.6875,0.325,neutral,613765315356,10691565,neutral,-8527.0,bearish,2024-03-22,0.0635380472325211,bullish,2,1,ordinary_market,1.0
2024-03-25,37.83634948730469,36.37814769744873,33.52483577728272,0.09565216430741663,bullish,0.775,0.4375,neutral,481070535980,10726538,bearish,-9332.0,bearish,2024-03-25,0.04889492352829139,bullish,2,2,ordinary_market,1.0
2024-03-26,37.86037826538086,36.54210567474365,33.632530721028644,0.0948248693170266,bullish,0.6625,0.3625,neutral,613004559474,10605096,neutral,-12627.0,bearish,2024-03-26,0.042318881930177854,bullish,2,1,ordinary_market,1.0
2024-03-27,37.87238311767578,36.71387062072754,33.744925276438394,0.0997558010407118,bullish,0.7,0.4375,neutral,486190792951,10677773,bearish,-7139.0,bearish,2024-03-27,0.06460480844461536,bullish,2,2,ordinary_market,1.0
2024-03-28,37.69221115112305,36.87722759246826,33.85294755299886,0.09490581346462879,bullish,0.7125,0.4125,neutral,558617763195,10711993,bearish,-9351.0,bearish,2024-03-28,0.03771801553849441,bullish,2,2,ordinary_market,1.0
2024-03-29,37.90842056274414,37.057400703430176,33.96242141723633,0.1050420228806499,bullish,0.7125,0.375,neutral,597125710504,10606016,neutral,739.0,bullish,2024-03-28,0.03771801553849441,bullish,3,0,strong_market,1.0
2024-04-01,37.81232452392578,37.18292121887207,34.0673591931661,0.07111258311780011,bullish,0.75,0.5,neutral,481148004820,10625543,bearish,-8310.0,bearish,2024-04-01,0.0065969147505196,bullish,2,2,ordinary_market,1.0
2024-04-02,38.35284423828125,37.32105407714844,34.175436687469485,0.07762412599517621,bullish,0.7875,0.475,neutral,543107998981,10681019,bearish,-19.0,bearish,2024-04-02,-0.019074837732742322,neutral,1,2,ordinary_market,1.0
2024-04-03,38.08859252929688,37.4375659942627,34.279109986623126,0.06516626380784496,bullish,0.6875,0.4625,neutral,496602508896,10734069,neutral,-10799.0,bearish,2024-04-03,0.004850562723711649,bullish,2,1,ordinary_market,1.0
2024-04-08,38.3047981262207,37.523448371887206,34.387560558319095,0.0469467429290189,bullish,0.5625,0.525,neutral,529676068800,10762063,bearish,-8909.0,bearish,2024-04-08,-0.026703414466668907,neutral,1,2,ordinary_market,1.0
2024-04-09,39.21767807006836,37.629150009155275,34.51337769826253,0.05697641638336837,bullish,0.7625,0.5875,neutral,571170516907,10805581,neutral,6730.0,bullish,2024-04-09,-0.003965100802485799,neutral,2,0,ordinary_market,1.0
2024-04-10,39.15761566162109,37.75046634674072,34.64738839467366,0.0660561288132262,bullish,0.7375,0.4875,neutral,548252059548,10765541,bearish,4847.0,bullish,2024-04-10,-0.0404925933967486,neutral,2,1,ordinary_market,1.0
2024-04-11,39.037506103515625,37.84655876159668,34.77959292729695,0.051779987495949475,bullish,0.7,0.475,neutral,562288341702,10804116,neutral,-4855.0,bearish,2024-04-11,0.0076854189042692145,bullish,2,1,ordinary_market,1.0
2024-04-12,38.94141006469727,37.92883777618408,34.91156533559163,0.04412236707873429,bullish,0.7125,0.5625,neutral,599566950777,10832726,neutral,-2877.0,bearish,2024-04-12,-0.008069172795721946,neutral,1,1,ordinary_market,1.0
2024-04-15,38.43692398071289,37.98769416809082,35.032782014211016,0.03159243903617659,bullish,0.6125,0.6375,bullish,595122350614,10803047,neutral,-9205.0,bearish,2024-04-15,-0.016522626206024515,neutral,2,1,ordinary_market,1.0
2024-04-16,37.39192199707031,38.01952476501465,35.13560384114583,0.017320271206029858,bullish,0.35,0.525,neutral,668446748234,10580266,neutral,-6688.0,bearish,2024-04-16,-0.007791809260778826,neutral,1,1,ordinary_market,1.0
2024-04-17,37.81232452392578,38.05555953979492,35.248171170552574,0.01943013867239962,bullish,0.4375,0.525,neutral,519121106923,10672180,bearish,-7548.0,bearish,2024-04-17,-0.030873300258448255,neutral,1,2,ordinary_market,1.0
2024-04-18,38.1846809387207,38.11441593170166,35.36479253768921,0.031807772725080063,bullish,0.4375,0.45,neutral,558366727373,10726655,bearish,-3724.0,bearish,2024-04-18,-0.061917096675539685,bearish,1,3,weak_market,1.0
2024-04-19,36.250823974609375,38.086789512634276,35.449965476989746,-0.01501299055596017,neutral,0.225,0.55,neutral,860856057779,10617303,neutral,-14989.0,bearish,2024-04-19,-0.12066644747637745,bearish,0,2,ordinary_market,1.0
2024-04-22,36.14271926879883,38.00330924987793,35.53333667119344,-0.04415505463226699,neutral,0.325,0.6375,neutral,595604031621,10531693,bullish,-20532.0,bearish,2024-04-22,-0.10723553130505059,bearish,1,2,ordinary_market,1.0
2024-04-23,36.49105453491211,37.93964805603027,35.62642609278361,-0.033715032578329085,neutral,0.375,0.7,neutral,423054066567,10499839,neutral,-7063.0,bearish,2024-04-23,-0.08436905930779814,bearish,0,2,ordinary_market,1.0
2024-04-24,37.56008529663086,37.925834846496585,35.742137304941814,-0.007301555102891877,neutral,0.45,0.675,neutral,529899567191,10569502,neutral,-8147.0,bearish,2024-04-24,-0.06712443328485962,bearish,0,2,ordinary_market,1.0
2024-04-25,36.87542724609375,37.876587295532225,35.843034235636395,-0.02601535072848804,neutral,0.35,0.7875,neutral,456587209708,10557466,neutral,-10684.0,bearish,2024-04-25,-0.0581455208509174,bearish,0,2,ordinary_market,1.0
2024-04-26,37.47600173950195,37.85676822662354,35.93552309672038,-0.010466238074910872,neutral,0.425,0.6,neutral,533487942344,10632730,neutral,-10548.0,bearish,2024-04-26,-0.034640703094903635,neutral,0,1,ordinary_market,1.0
2024-04-29,38.14864730834961,37.87959003448486,36.03561929066976,0.012109561718110173,bullish,0.7,0.7375,bullish,522242969639,10690253,neutral,-9312.0,bearish,2024-04-29,-0.03956189007280875,neutral,2,1,ordinary_market,1.0
2024-04-30,38.01652145385742,37.88499507904053,36.1325122833252,0.002851632684995664,bullish,0.6625,0.725,bullish,459165249752,10706895,bearish,-12981.0,bearish,2024-04-30,-0.04371654640332523,neutral,2,2,ordinary_market,1.0
2024-05-02,37.51203536987305,37.86998062133789,36.22119738260905,-0.007941568201201843,neutral,0.7,0.725,bullish,488141922413,10778022,bearish,-9412.0,bearish,2024-05-02,-0.031689973472426414,neutral,1,2,ordinary_market,1.0
2024-05-03,37.7042236328125,37.83754959106445,36.30647932688395,-0.01691192969780686,neutral,0.7125,0.7375,bullish,508253804080,10769008,bearish,-22769.0,bearish,2024-05-03,-0.021360690396286408,neutral,1,2,ordinary_market,1.0
2024-05-06,38.24474334716797,37.84535713195801,36.40076993306478,0.0040996741413057425,bullish,0.775,0.7125,bullish,512207556389,10851926,bearish,-11292.0,bearish,2024-05-06,-0.0010237392762627584,neutral,2,2,ordinary_market,1.0
2024-05-07,38.4609489440918,37.85316467285156,36.49526074727376,0.004076534155239564,bullish,0.825,0.7375,bullish,517045670843,10821252,bearish,-13371.0,bearish,2024-05-07,-0.01764186546951063,neutral,2,2,ordinary_market,1.0
2024-05-08,38.60508728027344,37.82253513336182,36.59355513254801,-0.015620271773877925,neutral,0.825,0.775,bullish,510634056047,10865886,bearish,-20767.0,bearish,2024-05-08,6.217741009173494e-06,bullish,2,2,ordinary_market,1.0
2024-05-09,38.55704116821289,37.79250640869141,36.698255666097005,-0.015337361155950746,neutral,0.7375,0.6875,bullish,519012007465,10843151,bearish,-15506.0,bearish,2024-05-09,-0.029879543156089095,neutral,1,2,ordinary_market,1.0
2024-05-10,38.83330154418945,37.7822961807251,36.80756053924561,-0.005230983730996619,neutral,0.75,0.675,bullish,526562835677,10878221,bearish,-1905.0,bearish,2024-05-10,0.01327277543146832,bullish,2,2,ordinary_market,1.0
2024-05-13,39.22968673706055,37.79671001434326,36.920468966166176,0.007402830865249399,bullish,0.7375,0.65,bullish,517801193216,10853681,bearish,-2508.0,bearish,2024-05-13,0.030772956997836776,bullish,3,2,ordinary_market,1.0
2024-05-14,39.49393844604492,37.84956073760986,37.03437843322754,0.027499975436703128,bullish,0.7625,0.5625,neutral,567987836100,10834522,neutral,7759.0,bullish,2024-05-14,0.038851654151554005,bullish,3,0,strong_market,1.0
2024-05-15,40.03445816040039,37.98168754577637,37.131671778361,0.07067131140081861,bullish,0.775,0.4625,neutral,600505331533,10813083,neutral,14905.0,bullish,2024-05-15,0.10460643429107441,bullish,3,0,strong_market,1.0
2024-05-16,40.22664642333984,38.10240364074707,37.236372311909996,0.06385013166504461,bullish,0.7625,0.475,neutral,649716346182,10829213,neutral,9464.0,bullish,2024-05-16,0.11706679253511942,bullish,3,0,strong_market,1.0
2024-05-17,40.17859649658203,38.20209941864014,37.3410727818807,0.05221768282053185,bullish,0.775,0.525,neutral,514808712204,10855865,bearish,5052.0,bullish,2024-05-17,0.15699333482229405,bullish,3,1,strong_market,1.0
2024-05-20,40.16658401489258,38.3978874206543,37.44337100982666,0.10801851133165585,bullish,0.7875,0.4125,neutral,550685932543,10853309,neutral,10523.0,bullish,2024-05-20,0.16167118258932422,bullish,3,0,strong_market,1.0
2024-05-21,40.11854553222656,38.596678733825684,37.5466703414917,0.11000351782772388,bullish,0.675,0.4375,neutral,478104571516,10896873,bearish,8165.0,bullish,2024-05-21,0.13298207636628367,bullish,3,1,strong_market,1.0
2024-05-22,40.8392333984375,38.81408767700195,37.65557492574056,0.1191573912824404,bullish,0.6875,0.375,neutral,572670079708,10946493,neutral,6842.0,bullish,2024-05-22,0.13269626560116898,bullish,3,0,strong_market,1.0
2024-05-23,41.15153503417969,38.9936601638794,37.76588090260824,0.09561878545230518,bullish,0.6,0.325,neutral,656439552732,10946236,neutral,4608.0,bullish,2024-05-23,0.11071191952433046,bullish,3,0,strong_market,1.0
2024-05-24,40.98337173461914,39.19905738830566,37.87258345286052,0.11140059371001731,bullish,0.625,0.3375,neutral,536930116592,10993783,bearish,8758.0,bullish,2024-05-24,0.10255546731170151,bullish,3,1,strong_market,1.0
2024-05-27,41.54791641235352,39.40265312194824,37.99109732309977,0.10865392474778135,bullish,0.7875,0.4625,neutral,628966906396,11027672,neutral,4591.0,bullish,2024-05-24,0.10255546731170151,bullish,3,0,strong_market,1.0
2024-05-28,41.60797500610352,39.575619506835935,38.11081237792969,0.09068021913837998,bullish,0.8,0.4625,neutral,618317980283,11017907,neutral,4881.0,bullish,2024-05-28,0.11584229972363658,bullish,3,0,strong_market,1.0
2024-05-29,41.043434143066406,39.72696514129639,38.223120307922365,0.07962097986484373,bullish,0.675,0.475,neutral,647945869581,11053914,neutral,-1730.0,bearish,2024-05-29,0.11683821760880209,bullish,2,1,ordinary_market,1.0
2024-05-30,40.334747314453125,39.86810073852539,38.30700085957845,0.07524816813451496,bullish,0.5875,0.4125,neutral,570065421082,11051321,neutral,-677.0,bearish,2024-05-30,0.14765457261581227,bullish,2,1,ordinary_market,1.0
2024-05-31,39.87831115722656,39.97680511474609,38.37846959431966,0.05766164410615371,bullish,0.65,0.4125,neutral,817472119913,11046868,neutral,5398.0,bullish,2024-05-31,0.1124799970991619,bullish,3,0,strong_market,1.0
2024-06-03,40.73113250732422,40.1011245727539,38.46134923299154,0.06501257277597516,bullish,0.7625,0.55,neutral,551634051027,11133600,bearish,2059.0,bullish,2024-06-03,0.09251532055315193,bullish,3,1,strong_market,1.0
2024-06-04,40.08251190185547,40.18220272064209,38.519605255126955,0.042161283126966875,bullish,0.65,0.55,neutral,593784596684,11113526,neutral,136.0,bullish,2024-06-04,0.06136767568025303,bullish,3,0,strong_market,1.0
2024-06-05,40.46687316894531,40.275292015075685,38.57565905253092,0.04822643904818258,bullish,0.525,0.4375,neutral,544652259418,11150811,bearish,-843.0,bearish,2024-06-05,0.11757036171680935,bullish,2,2,ordinary_market,1.0
2024-06-06,41.84820175170898,40.43985004425049,38.660940933227536,0.08535822469202792,bullish,0.65,0.3625,neutral,607068031673,11215858,neutral,6688.0,bullish,2024-06-06,0.10673481132535123,bullish,3,0,strong_market,1.0
2024-06-07,41.52389144897461,40.57437953948975,38.73441149393717,0.06928563366479312,bullish,0.6875,0.4,neutral,565171484325,11219563,bearish,4263.0,bullish,2024-06-07,0.11081842456239022,bullish,3,1,strong_market,1.0
2024-06-11,41.63199234008789,40.694494819641115,38.806680870056155,0.06123693057069124,bullish,0.7,0.5375,neutral,635889013543,11190592,neutral,-1333.0,bearish,2024-06-11,0.11243623001657888,bullish,2,1,ordinary_market,1.0
2024-06-12,42.376712799072266,40.83863353729248,38.89196281433105,0.07299283045588578,bullish,0.1625,0.125,bearish,568952042610,11190706,bearish,-1095.0,bearish,2024-06-12,0.1258052050685987,bullish,2,3,weak_market,1.0
2024-06-13,42.98929977416992,40.986375617980954,38.99586264292399,0.0738074586130475,bullish,0.75,0.4875,neutral,654186205336,11265105,neutral,-9837.0,bearish,2024-06-13,0.11047195190549575,bullish,2,1,ordinary_market,1.0
2024-06-14,43.24154281616211,41.13712043762207,39.09836120605469,0.07494774386842762,bullish,0.7875,0.5125,neutral,623251222628,11226428,neutral,-4367.0,bearish,2024-06-14,0.11574795916123137,bullish,2,1,ordinary_market,1.0
2024-06-17,43.24154281616211,41.29026775360107,39.20226103464763,0.07623328305757626,bullish,0.825,0.6,bullish,586688798505,11263100,bearish,-3544.0,bearish,2024-06-17,0.14149653731299416,bullish,3,2,ordinary_market,1.0
2024-06-18,43.96223449707031,41.480050277709964,39.32157573699951,0.09449771682775965,bullish,0.8375,0.525,neutral,589336573034,11290239,bearish,-3684.0,bearish,2024-06-18,0.13255866621864265,bullish,2,2,ordinary_market,1.0
2024-06-19,45.15137481689453,41.73169174194336,39.44389324188232,0.1254489468125204,bullish,0.7875,0.4,neutral,746232361477,11266899,neutral,-3361.0,bearish,2024-06-18,0.13255866621864265,bullish,2,1,ordinary_market,1.0
2024-06-20,45.58379364013672,41.96891975402832,39.57421849568685,0.11617652553391822,bullish,0.825,0.4625,neutral,647139481136,11298620,neutral,-10865.0,bearish,2024-06-20,0.10555137032732964,bullish,2,1,ordinary_market,1.0
2024-06-21,45.307525634765625,42.17671928405762,39.69873809814453,0.10099235902461601,bullish,0.8,0.4625,neutral,774477377939,11369276,neutral,-11423.0,bearish,2024-06-21,0.08030919338987275,bullish,2,1,ordinary_market,1.0
2024-06-24,44.20246124267578,42.33767375946045,39.80443948109944,0.07854623404099859,bullish,0.75,0.525,neutral,624773533213,11318161,bearish,-12745.0,bearish,2024-06-24,0.04790109208347837,bullish,2,2,ordinary_market,1.0
2024-06-25,44.17843627929688,42.46919975280762,39.90954036712647,0.063312919012257,bullish,0.7375,0.6,bullish,585794634724,11304508,bearish,-13816.0,bearish,2024-06-25,0.04725991550668862,bullish,3,2,ordinary_market,1.0
2024-06-26,44.52677917480469,42.615139961242676,40.02344983418782,0.07015011348841171,bullish,0.7375,0.5,neutral,584737970602,11345228,bearish,-15492.0,bearish,2024-06-26,0.02528262331881792,bullish,2,2,ordinary_market,1.0
2024-06-27,44.514766693115234,42.788706588745114,40.13355560302735,0.08457704922908471,bullish,0.675,0.3625,neutral,558983822518,11353996,bearish,-8937.0,bearish,2024-06-27,0.03865829769522722,bullish,2,2,ordinary_market,1.0
2024-06-28,44.79103088378906,43.01152076721191,40.24986737569173,0.11048249626046669,bullish,0.725,0.325,neutral,570875900094,11381163,bearish,-12097.0,bearish,2024-06-28,0.057797213661447966,bullish,2,2,ordinary_market,1.0
2024-07-01,44.82706832885742,43.258958625793454,40.35777111053467,0.1240964581503865,bullish,0.7875,0.45,neutral,565355787182,11430024,bearish,-11885.0,bearish,2024-07-01,0.06905430196268036,bullish,2,2,ordinary_market,1.0
2024-07-02,44.52677917480469,43.44874095916748,40.46507422129313,0.09318785002597063,bullish,0.75,0.5875,neutral,622781360544,11501211,neutral,-8276.0,bearish,2024-07-02,0.07617267828746987,bullish,2,1,ordinary_market,1.0
2024-07-03,45.06729888916016,43.69798030853271,40.57778256734212,0.1243631387052353,bullish,0.8,0.425,neutral,639684239588,11563283,neutral,-6371.0,bearish,2024-07-03,0.10465635966601261,bullish,2,1,ordinary_market,1.0
2024-07-04,46.24442672729492,43.9868579864502,40.694895044962564,0.14277242361249098,bullish,0.8375,0.4125,neutral,692691074298,11597156,neutral,-9180.0,bearish,2024-07-03,0.10465635966601261,bullish,2,1,ordinary_market,1.0
2024-07-05,46.07626724243164,44.19826126098633,40.81020590464274,0.1010333852768237,bullish,0.8375,0.6,bullish,643891904650,11623476,neutral,-17970.0,bearish,2024-07-05,0.05776037142481205,bullish,3,1,strong_market,1.0
2024-07-08,47.5296630859375,44.49854984283447,40.95174185434977,0.14463412332976788,bullish,0.8125,0.3875,neutral,722355871947,11683416,neutral,-18826.0,bearish,2024-07-08,0.08743073323692996,bullish,2,1,ordinary_market,1.0
2024-07-09,47.48161315917969,44.79103088378906,41.094078572591144,0.1405078280017633,bullish,0.7875,0.375,neutral,760436621043,11616342,neutral,-18935.0,bearish,2024-07-09,0.0903987599863616,bullish,2,1,ordinary_market,1.0
2024-07-10,47.6497802734375,45.054684257507326,41.24762617746989,0.12443314089432334,bullish,0.7875,0.4375,neutral,655471742671,11684702,neutral,-22489.0,bearish,2024-07-10,0.10110028095476364,bullish,2,1,ordinary_market,1.0
2024-07-11,48.706790924072266,45.34055881500244,41.43620732625325,0.1329980060139917,bullish,0.7125,0.3375,neutral,724293823422,11742526,neutral,-21931.0,bearish,2024-07-11,0.062303188355466776,bullish,2,1,ordinary_market,1.0
2024-07-12,47.169315338134766,45.53694744110108,41.592157173156735,0.0908333113522628,bullish,0.625,0.375,neutral,722204202505,11704492,neutral,-27474.0,bearish,2024-07-12,0.046065170674275624,bullish,2,1,ordinary_market,1.0
2024-07-15,47.253395080566406,45.737540054321286,41.74330240885417,0.0927777318552292,bullish,0.8,0.4625,neutral,587948623175,11765707,bearish,-23026.0,bearish,2024-07-15,0.03128827212292129,bullish,2,2,ordinary_market,1.0
2024-07-16,47.53107452392578,45.91598205566406,41.93130658467611,0.08117967768661294,bullish,0.7875,0.5125,neutral,597428854045,11823082,bearish,-24196.0,bearish,2024-07-16,0.03674675471872213,bullish,2,2,ordinary_market,1.0
2024-07-17,46.8670654296875,46.00176658630371,42.110045687357584,0.03799863503051082,bullish,0.7375,0.65,bullish,683939161173,11890951,neutral,-23246.0,bearish,2024-07-17,-0.04911835796171571,neutral,2,1,ordinary_market,1.0
2024-07-18,46.0219612121582,46.023674964904785,42.26889413197835,0.009612354238890619,bullish,0.6,0.6375,bullish,745196937256,11826406,neutral,-26505.0,bearish,2024-07-18,-0.05701532468205639,bearish,2,2,ordinary_market,1.0
2024-07-19,44.97161483764648,46.00687942504883,42.39241962432861,-0.007414017702643938,neutral,0.45,0.6625,neutral,699247255705,11699525,neutral,-17089.0,bearish,2024-07-19,-0.06111390598208766,bearish,0,2,ordinary_market,1.0
2024-07-22,43.63151931762695,45.978332328796384,42.50502115885417,-0.012916518876953553,neutral,0.3,0.6375,neutral,703411667121,11474144,neutral,-19092.0,bearish,2024-07-22,-0.010961365361507158,neutral,0,1,ordinary_market,1.0
