signal_date,signal_family,variant,route_or_mode,ticker,name,timing_variant,entry_date,exit_date,entry_price_kind,blocked_reason,radar_blocked_reason,source_quality,path_bucket
2016-07-07,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_tpex_trading_stock,ordinary_stock
2016-07-07,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_tpex_trading_stock,ordinary_stock
2016-07-07,regime_switch,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_tpex_trading_stock,ordinary_stock
2016-07-07,regime_switch,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_tpex_trading_stock,ordinary_stock
2016-07-07,regime_switch,market_bias_pool_trend_route,stable_strength,6452,康友-KY,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2016-07-07,regime_switch,market_bias_pool_trend_route,stable_strength,6452,康友-KY,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2016-07-07,regime_switch,pool_breadth_route,stable_strength,6452,康友-KY,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2016-07-07,regime_switch,pool_breadth_route,stable_strength,6452,康友-KY,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2016-11-11,regime_switch,pool_breadth_route,stable_strength,2023,燁輝,same_week_close_to_next_rebalance_close_comparator,2016-11-11,2016-11-18,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2016-11-11,regime_switch,pool_breadth_route,stable_strength,2023,燁輝,next_day_close_entry_fixed_5td_exit,2016-11-14,2016-11-21,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2016-11-11,regime_switch,pool_breadth_route,stable_strength,2023,燁輝,next_day_open_entry_fixed_5td_exit,2016-11-14,2016-11-21,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2017-02-24,regime_switch,market_bias_pool_trend_route,stable_strength,1909,榮成,same_week_close_to_next_rebalance_close_comparator,2017-02-24,2017-03-03,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-02-24,regime_switch,pool_breadth_route,stable_strength,1909,榮成,same_week_close_to_next_rebalance_close_comparator,2017-02-24,2017-03-03,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,conservative_hurdle_route,rs20_top3_risk_tiebreak,2340,台亞,same_week_close_to_next_rebalance_close_comparator,2017-09-15,2017-09-22,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,conservative_hurdle_route,rs20_top3_risk_tiebreak,2340,台亞,next_day_close_entry_fixed_5td_exit,2017-09-18,2017-09-25,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,conservative_hurdle_route,rs20_top3_risk_tiebreak,2340,台亞,next_day_open_entry_fixed_5td_exit,2017-09-18,2017-09-25,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,2340,台亞,same_week_close_to_next_rebalance_close_comparator,2017-09-15,2017-09-22,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,2340,台亞,next_day_close_entry_fixed_5td_exit,2017-09-18,2017-09-25,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,2340,台亞,next_day_open_entry_fixed_5td_exit,2017-09-18,2017-09-25,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2340,台亞,same_week_close_to_next_rebalance_close_comparator,2017-09-15,2017-09-22,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2340,台亞,next_day_close_entry_fixed_5td_exit,2017-09-18,2017-09-25,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2017-09-15,regime_switch,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2340,台亞,next_day_open_entry_fixed_5td_exit,2017-09-18,2017-09-25,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2019-10-09,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-10-09,2019-10-18,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-10-09,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,2504,國產,next_day_close_entry_fixed_5td_exit,2019-10-14,2019-10-21,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-10-09,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,2504,國產,next_day_open_entry_fixed_5td_exit,2019-10-14,2019-10-21,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-11-01,2019-11-08,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,2504,國產,next_day_close_entry_fixed_5td_exit,2019-11-04,2019-11-11,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,2504,國產,next_day_open_entry_fixed_5td_exit,2019-11-04,2019-11-11,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-11-01,2019-11-08,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,2504,國產,next_day_close_entry_fixed_5td_exit,2019-11-04,2019-11-11,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,2504,國產,next_day_open_entry_fixed_5td_exit,2019-11-04,2019-11-11,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-11-01,2019-11-08,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,2504,國產,next_day_close_entry_fixed_5td_exit,2019-11-04,2019-11-11,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,2504,國產,next_day_open_entry_fixed_5td_exit,2019-11-04,2019-11-11,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-11-01,2019-11-08,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2504,國產,next_day_close_entry_fixed_5td_exit,2019-11-04,2019-11-11,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2504,國產,next_day_open_entry_fixed_5td_exit,2019-11-04,2019-11-11,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,regime_switch,market_bias_pool_trend_route,stable_strength,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-11-01,2019-11-08,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,regime_switch,market_bias_pool_trend_route,stable_strength,2504,國產,next_day_close_entry_fixed_5td_exit,2019-11-04,2019-11-11,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,regime_switch,market_bias_pool_trend_route,stable_strength,2504,國產,next_day_open_entry_fixed_5td_exit,2019-11-04,2019-11-11,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,regime_switch,pool_breadth_route,stable_strength,2504,國產,same_week_close_to_next_rebalance_close_comparator,2019-11-01,2019-11-08,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,regime_switch,pool_breadth_route,stable_strength,2504,國產,next_day_close_entry_fixed_5td_exit,2019-11-04,2019-11-11,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-11-01,regime_switch,pool_breadth_route,stable_strength,2504,國產,next_day_open_entry_fixed_5td_exit,2019-11-04,2019-11-11,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,blocked_missing_selected_stock_unadjusted_ohlc,ordinary_stock
2019-12-27,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,6196,帆宣,same_week_close_to_next_rebalance_close_comparator,2019-12-27,2020-01-03,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2019-12-27,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,6196,帆宣,next_day_close_entry_fixed_5td_exit,2019-12-30,2020-01-07,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2019-12-27,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,6196,帆宣,next_day_open_entry_fixed_5td_exit,2019-12-30,2020-01-07,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2019-12-27,regime_switch,market_bias_pool_trend_route,pullback_repair,6196,帆宣,same_week_close_to_next_rebalance_close_comparator,2019-12-27,2020-01-03,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2019-12-27,regime_switch,market_bias_pool_trend_route,pullback_repair,6196,帆宣,next_day_close_entry_fixed_5td_exit,2019-12-30,2020-01-07,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2019-12-27,regime_switch,market_bias_pool_trend_route,pullback_repair,6196,帆宣,next_day_open_entry_fixed_5td_exit,2019-12-30,2020-01-07,open,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,regime_switch,conservative_hurdle_route,rs20_top3_risk_tiebreak,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,regime_switch,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,6782,視陽,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_twse_stock_day,ordinary_stock
2022-12-23,regime_switch,market_bias_pool_trend_route,stable_strength,8436,大江,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_tpex_trading_stock,ordinary_stock
2022-12-23,regime_switch,pool_breadth_route,stable_strength,8436,大江,same_week_close_to_next_rebalance_close_comparator,2022-12-23,,close,missing_entry_or_exit_unadjusted_ohlc,missing_entry_or_exit_unadjusted_ohlc,official_unadjusted_ohlcv_tpex_trading_stock,ordinary_stock
