field,status,blocked_reason,policy,next_owner,signal_date,entry_date,exit_date,ticker,name
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2017-12-15,2017-12-18,2017-12-25,9914,美利達
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2017-12-22,2017-12-25,2018-01-02,9914,美利達
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2017-12-29,2018-01-02,2018-01-09,3665,貿聯-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-01-05,2018-01-08,2018-01-15,4721,美琪瑪
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-01-12,2018-01-15,2018-01-22,8464,億豐
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-01-19,2018-01-22,2018-01-29,6121,新普
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-01-26,2018-01-29,2018-02-05,3673,TPK-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-02-02,2018-02-05,2018-02-12,2231,為升
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-02-09,2018-02-12,2018-02-27,6180,橘子
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-02-12,2018-02-21,2018-03-01,3260,威剛
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-02-23,2018-02-26,2018-03-06,3376,新日興
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-03-02,2018-03-05,2018-03-12,3105,穩懋
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-03-09,2018-03-12,2018-03-19,8341,日友
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-03-16,2018-03-19,2018-03-26,8464,億豐
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-03-23,2018-03-26,2018-04-02,8112,至上
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-03-30,2018-04-02,2018-04-12,3362,先進光
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-04-03,2018-04-09,2018-04-16,4162,智擎
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-04-13,2018-04-16,2018-04-23,2347,聯強
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-04-27,2018-04-30,2018-05-08,1314,中石化
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-05-04,2018-05-07,2018-05-14,8086,宏捷科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-05-11,2018-05-14,2018-05-21,6456,GIS-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-05-18,2018-05-21,2018-05-28,1102,亞泥
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-05-25,2018-05-28,2018-06-04,3105,穩懋
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-06-01,2018-06-04,2018-06-11,6180,橘子
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-06-08,2018-06-11,2018-06-19,6180,橘子
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-06-15,2018-06-19,2018-06-26,3044,健鼎
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-06-22,2018-06-25,2018-07-02,8464,億豐
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-06-29,2018-07-02,2018-07-09,2360,致茂
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-07-06,2018-07-09,2018-07-16,2912,統一超
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-07-13,2018-07-16,2018-07-23,1312,國喬
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-07-20,2018-07-23,2018-07-30,6269,台郡
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-07-27,2018-07-30,2018-08-06,6290,良維
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-08-03,2018-08-06,2018-08-13,1909,榮成
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-08-17,2018-08-20,2018-08-27,6153,嘉聯益
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-08-24,2018-08-27,2018-09-03,3645,達邁
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-08-31,2018-09-03,2018-09-10,2492,華新科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-09-07,2018-09-10,2018-09-17,3105,穩懋
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-09-14,2018-09-17,2018-09-25,8489,三貝德
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-09-21,2018-09-25,2018-10-02,3665,貿聯-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-09-28,2018-10-01,2018-10-08,2886,兆豐金
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-10-05,2018-10-08,2018-10-16,2014,中鴻
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-10-12,2018-10-15,2018-10-22,5483,中美晶
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-10-19,2018-10-22,2018-10-29,6153,嘉聯益
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-10-26,2018-10-29,2018-11-05,2345,智邦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-11-02,2018-11-05,2018-11-12,5274,信驊
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-11-09,2018-11-12,2018-11-19,3059,華晶科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-11-16,2018-11-19,2018-11-26,6274,台燿
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-11-23,2018-11-26,2018-12-03,2492,華新科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-11-30,2018-12-03,2018-12-10,9914,美利達
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-12-07,2018-12-10,2018-12-17,4915,致伸
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-12-14,2018-12-17,2018-12-24,2448,晶電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-12-21,2018-12-24,2019-01-02,8086,宏捷科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2018-12-28,2019-01-02,2019-01-09,1101,台泥
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-01-04,2019-01-07,2019-01-14,1476,儒鴻
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-01-11,2019-01-14,2019-01-21,2027,大成鋼
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-01-18,2019-01-21,2019-01-28,5425,台半
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-01-25,2019-01-28,2019-02-13,5871,中租-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-01-30,2019-02-11,2019-02-18,3661,世芯-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-02-15,2019-02-18,2019-02-25,2327,國巨*
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-02-22,2019-02-25,2019-03-06,6182,合晶
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-02-27,2019-03-04,2019-03-11,6182,合晶
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-03-08,2019-03-11,2019-03-18,6153,嘉聯益
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-03-15,2019-03-18,2019-03-25,6153,嘉聯益
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-03-22,2019-03-25,2019-04-01,4961,天鈺
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-03-29,2019-04-01,2019-04-10,1477,聚陽
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-04-12,2019-04-15,2019-04-22,4564,元翎
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-04-19,2019-04-22,2019-04-29,5425,台半
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-05-03,2019-05-06,2019-05-13,2603,長榮
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-05-10,2019-05-13,2019-05-20,1216,統一
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-05-17,2019-05-20,2019-05-27,2912,統一超
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-05-24,2019-05-27,2019-06-03,1795,美時
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-05-31,2019-06-03,2019-06-11,1795,美時
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-06-06,2019-06-10,2019-06-17,1795,美時
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-06-14,2019-06-17,2019-06-24,3363,上詮
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-06-21,2019-06-24,2019-07-01,3019,亞光
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-06-28,2019-07-01,2019-07-08,6462,神盾
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-07-05,2019-07-08,2019-07-15,4915,致伸
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-07-19,2019-07-22,2019-07-29,6271,同欣電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-07-26,2019-07-29,2019-08-05,4163,鐿鈦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-08-02,2019-08-05,2019-08-13,2231,為升
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-08-08,2019-08-12,2019-08-19,2231,為升
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-08-16,2019-08-19,2019-08-26,3023,信邦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-08-23,2019-08-26,2019-09-02,3045,台灣大
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-08-30,2019-09-02,2019-09-10,2520,冠德
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-09-06,2019-09-10,2019-09-18,3231,緯創
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-09-12,2019-09-16,2019-09-23,2448,晶電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-09-20,2019-09-23,2019-10-01,2456,奇力新
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-09-27,2019-10-01,2019-10-08,2456,奇力新
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-10-04,2019-10-07,2019-10-16,8436,大江
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-10-09,2019-10-14,2019-10-21,4137,麗豐-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-10-18,2019-10-21,2019-10-28,9938,百和
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-10-25,2019-10-28,2019-11-04,6679,鈺太
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-11-01,2019-11-04,2019-11-11,2317,鴻海
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-11-08,2019-11-11,2019-11-18,2317,鴻海
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-11-15,2019-11-18,2019-11-25,3706,神達
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-11-22,2019-11-25,2019-12-02,1736,喬山
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-12-06,2019-12-09,2019-12-16,2383,台光電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-12-20,2019-12-23,2019-12-30,2344,華邦電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2019-12-27,2019-12-30,2020-01-07,8299,群聯
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-01-03,2020-01-06,2020-01-13,3293,鈊象
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-01-10,2020-01-13,2020-01-20,6452,康友-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-01-20,2020-01-30,2020-02-06,6452,康友-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-01-31,2020-02-03,2020-02-10,2101,南港
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-02-07,2020-02-10,2020-02-17,2474,可成
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-02-14,2020-02-17,2020-02-24,2376,技嘉
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-02-21,2020-02-24,2020-03-03,8926,台汽電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-02-27,2020-03-02,2020-03-09,8086,宏捷科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-03-06,2020-03-09,2020-03-16,6462,神盾
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-03-13,2020-03-16,2020-03-23,2548,華固
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-03-20,2020-03-23,2020-03-30,2449,京元電子
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-03-27,2020-03-30,2020-04-08,3045,台灣大
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-04-10,2020-04-13,2020-04-20,2353,宏碁
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-04-17,2020-04-20,2020-04-27,3529,力旺
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-04-30,2020-05-04,2020-05-11,3260,威剛
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-05-08,2020-05-11,2020-05-18,8044,網家
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-05-29,2020-06-01,2020-06-08,1215,卜蜂
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-06-05,2020-06-08,2020-06-15,2377,微星
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-06-12,2020-06-15,2020-06-22,6643,M31
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-06-19,2020-06-22,2020-07-01,2360,致茂
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-06-24,2020-06-29,2020-07-06,2449,京元電子
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-07-03,2020-07-06,2020-07-13,3231,緯創
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-07-10,2020-07-13,2020-07-20,2379,瑞昱
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-07-17,2020-07-20,2020-07-27,2377,微星
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-07-24,2020-07-27,2020-08-03,2377,微星
