event_id,signal_date,execution_date,execution_date_basis,week_id,ticker,name,sleeve_group,candidate_base,candidate_family_list,subpool_class,current_final_candidate,current_top3_candidate,long_strong_candidate,pullback_repair_candidate,momentum_sleeve_candidate,pullback_sleeve_candidate,market_attention_member,eligible_pool_member,rank_overall,rank_in_subpool,risk_score,risk_bucket,turnover_state,selected_by_vnext,selected_outcome_candidate,case_trace_only,diagnostic_only,not_live_rule,included_in_path_table,blocked_reason
2018-04-27|6472,2018-04-27,2018-04-30,next_trading_day_after_signal_date,2018-W17,6472,保瑞,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,65.29546105681763,high,high_attention,True,True,False,True,True,True,
2018-05-04|2492,2018-05-04,2018-05-07,next_trading_day_after_signal_date,2018-W18,2492,華新科,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,64.0070382700824,high,high_attention,True,True,False,True,True,True,
2018-05-04|1439,2018-05-04,2018-05-07,next_trading_day_after_signal_date,2018-W18,1439,雋揚,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,61.82374175489033,high,high_attention,True,True,False,True,True,True,
2018-05-11|2492,2018-05-11,2018-05-14,next_trading_day_after_signal_date,2018-W19,2492,華新科,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,65.30984370044466,high,high_attention,True,True,False,True,True,True,
2018-05-18|2492,2018-05-18,2018-05-21,next_trading_day_after_signal_date,2018-W20,2492,華新科,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,67.084547389192,high,high_attention,True,True,False,True,True,True,
2018-05-25|2492,2018-05-25,2018-05-28,next_trading_day_after_signal_date,2018-W21,2492,華新科,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,67.11763839942846,high,high_attention,True,True,False,True,True,True,
2018-05-25|2478,2018-05-25,2018-05-28,next_trading_day_after_signal_date,2018-W21,2478,大毅,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,64.94293487652837,high,high_attention,True,True,False,True,True,True,
2018-06-01|2349,2018-06-01,2018-06-04,next_trading_day_after_signal_date,2018-W22,2349,錸德,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,63.57422610137903,high,high_attention,True,True,False,True,True,True,
2018-06-01|2492,2018-06-01,2018-06-04,next_trading_day_after_signal_date,2018-W22,2492,華新科,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,66.80127632884674,high,high_attention,True,True,False,True,True,True,
2018-06-08|2349,2018-06-08,2018-06-11,next_trading_day_after_signal_date,2018-W23,2349,錸德,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,66.4980002454661,high,high_attention,True,True,False,True,True,True,
2018-06-08|2492,2018-06-08,2018-06-11,next_trading_day_after_signal_date,2018-W23,2492,華新科,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,66.65425270387745,high,high_attention,True,True,False,True,True,True,
2018-06-15|2478,2018-06-15,2018-06-19,next_trading_day_after_signal_date,2018-W24,2478,大毅,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,64.1192148323911,high,high_attention,True,True,False,True,True,True,
2018-06-15|2349,2018-06-15,2018-06-19,next_trading_day_after_signal_date,2018-W24,2349,錸德,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,66.84294629503171,high,high_attention,True,True,False,True,True,True,
2018-06-22|3025,2018-06-22,2018-06-25,next_trading_day_after_signal_date,2018-W25,3025,星通,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,61.90286196408982,high,normal,True,True,False,True,True,True,
2018-06-29|6432,2018-06-29,2018-07-02,next_trading_day_after_signal_date,2018-W26,6432,今展科,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,68.61501295245512,high,normal,True,True,False,True,True,True,
2018-07-06|8043,2018-07-06,2018-07-09,next_trading_day_after_signal_date,2018-W27,8043,蜜望實,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,64.19728613177561,high,high_attention,True,True,False,True,True,True,
2018-07-13|6155,2018-07-13,2018-07-16,next_trading_day_after_signal_date,2018-W28,6155,鈞寶,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,62.69053978806467,high,high_attention,True,True,False,True,True,True,
2018-07-20|2702,2018-07-20,2018-07-23,next_trading_day_after_signal_date,2018-W29,2702,華園,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,61.92592169454086,high,normal,True,True,False,True,True,True,
2018-07-27|2702,2018-07-27,2018-07-30,next_trading_day_after_signal_date,2018-W30,2702,華園,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,62.39658563424102,high,normal,True,True,False,True,True,True,
2018-07-27|3511,2018-07-27,2018-07-30,next_trading_day_after_signal_date,2018-W30,3511,矽瑪,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,62.5023435476968,high,high_attention,True,True,False,True,True,True,
2018-08-03|2702,2018-08-03,2018-08-06,next_trading_day_after_signal_date,2018-W31,2702,華園,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,1.0,65.86846819409121,high,high_attention,True,True,False,True,True,True,
2018-08-10|5310,2018-08-10,2018-08-13,next_trading_day_after_signal_date,2018-W32,5310,天剛,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,60.11048793272752,high,high_attention,True,True,False,True,True,True,
2018-08-17|5310,2018-08-17,2018-08-20,next_trading_day_after_signal_date,2018-W33,5310,天剛,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.18876221946683,normal,high_attention,True,True,False,True,True,True,
2018-08-24|2208,2018-08-24,2018-08-27,next_trading_day_after_signal_date,2018-W34,2208,台船,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,1.0,1.0,99.93872549019608,high,normal,True,True,False,True,True,True,
2018-08-24|5310,2018-08-24,2018-08-27,next_trading_day_after_signal_date,2018-W34,5310,天剛,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,61.32444226369656,high,high_attention,True,True,False,True,True,True,
2018-10-05|3176,2018-10-05,2018-10-08,next_trading_day_after_signal_date,2018-W40,3176,基亞,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,65.12715757848923,high,high_attention,True,True,False,True,True,True,
2018-10-12|9945,2018-10-12,2018-10-15,next_trading_day_after_signal_date,2018-W41,9945,潤泰新,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,1.0,74.0085723712847,high,high_attention,True,True,False,True,True,True,
2018-11-16|1526,2018-11-16,2018-11-19,next_trading_day_after_signal_date,2018-W46,1526,日馳,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,1.0,63.3740488121134,high,high_attention,True,True,False,True,True,True,
2018-11-23|1526,2018-11-23,2018-11-26,next_trading_day_after_signal_date,2018-W47,1526,日馳,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,1.0,64.0570467013894,high,high_attention,True,True,False,True,True,True,
2018-11-30|1526,2018-11-30,2018-12-03,next_trading_day_after_signal_date,2018-W48,1526,日馳,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,64.67345709679684,high,high_attention,True,True,False,True,True,True,
2018-12-14|6666,2018-12-14,2018-12-17,next_trading_day_after_signal_date,2018-W50,6666,羅麗芬-KY,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,75.0,high,high_attention,True,True,False,True,True,True,
2018-12-14|6462,2018-12-14,2018-12-17,next_trading_day_after_signal_date,2018-W50,6462,神盾,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,63.464566809541,high,high_attention,True,True,False,True,True,True,
2018-12-21|6426,2018-12-21,2018-12-24,next_trading_day_after_signal_date,2018-W51,6426,統新,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,60.916406923829065,high,high_attention,True,True,False,True,True,True,
2019-02-22|6188,2019-02-22,2019-02-25,next_trading_day_after_signal_date,2019-W08,6188,廣明,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.97634526081245,normal,high_attention,True,True,False,True,True,True,
2019-02-27|3147,2019-02-27,2019-03-04,next_trading_day_after_signal_date,2019-W09,3147,大綜,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,61.62993617442943,high,normal,True,True,False,True,True,True,
2019-03-08|3147,2019-03-08,2019-03-11,next_trading_day_after_signal_date,2019-W10,3147,大綜,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.21435325771197,high,normal,True,True,False,True,True,True,
2019-03-15|3147,2019-03-15,2019-03-18,next_trading_day_after_signal_date,2019-W11,3147,大綜,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,65.1003694036734,high,high_attention,True,True,False,True,True,True,
2019-03-29|3535,2019-03-29,2019-04-01,next_trading_day_after_signal_date,2019-W13,3535,晶彩科,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,64.64787116679351,high,high_attention,True,True,False,True,True,True,
2019-03-29|3147,2019-03-29,2019-04-01,next_trading_day_after_signal_date,2019-W13,3147,大綜,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,64.95126025624201,high,high_attention,True,True,False,True,True,True,
2019-04-19|5340,2019-04-19,2019-04-22,next_trading_day_after_signal_date,2019-W16,5340,建榮,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,61.73855550581417,high,high_attention,True,True,False,True,True,True,
2019-04-26|5340,2019-04-26,2019-04-29,next_trading_day_after_signal_date,2019-W17,5340,建榮,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,62.10426799292503,high,high_attention,True,True,False,True,True,True,
2019-04-26|6538,2019-04-26,2019-04-29,next_trading_day_after_signal_date,2019-W17,6538,倉和,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,62.95336814079855,high,normal,True,True,False,True,True,True,
2019-05-10|6514,2019-05-10,2019-05-13,next_trading_day_after_signal_date,2019-W19,6514,芮特-KY,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,61.2506616063744,high,normal,True,True,False,True,True,True,
2019-05-17|2404,2019-05-17,2019-05-20,next_trading_day_after_signal_date,2019-W20,2404,漢唐,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.59055648703702,normal,high_attention,True,True,False,True,True,True,
2019-05-24|1736,2019-05-24,2019-05-27,next_trading_day_after_signal_date,2019-W21,1736,喬山,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.189087653461264,normal,high_attention,True,True,False,True,True,True,
2019-06-06|6248,2019-06-06,2019-06-10,next_trading_day_after_signal_date,2019-W23,6248,沛波,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,63.32717688602251,high,normal,True,True,False,True,True,True,
2019-06-06|1736,2019-06-06,2019-06-10,next_trading_day_after_signal_date,2019-W23,1736,喬山,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,61.00965142860329,high,high_attention,True,True,False,True,True,True,
2019-06-28|9955,2019-06-28,2019-07-01,next_trading_day_after_signal_date,2019-W26,9955,佳龍,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,62.40922384709363,high,high_attention,True,True,False,True,True,True,
2019-07-12|1762,2019-07-12,2019-07-15,next_trading_day_after_signal_date,2019-W28,1762,中化生,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,58.20470904645403,normal,high_attention,True,True,False,True,True,True,
2019-07-19|2387,2019-07-19,2019-07-22,next_trading_day_after_signal_date,2019-W29,2387,精元,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,59.06477432592634,normal,high_attention,True,True,False,True,True,True,
2019-07-19|4968,2019-07-19,2019-07-22,next_trading_day_after_signal_date,2019-W29,4968,立積,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,59.65839293155824,normal,high_attention,True,True,False,True,True,True,
2019-07-26|2387,2019-07-26,2019-07-29,next_trading_day_after_signal_date,2019-W30,2387,精元,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.6090293532204,normal,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L|missing_endpoint_30d_excess_vs_00631L
2019-08-02|2387,2019-08-02,2019-08-05,next_trading_day_after_signal_date,2019-W31,2387,精元,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,61.6754561206358,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-08|2387,2019-08-08,2019-08-12,next_trading_day_after_signal_date,2019-W32,2387,精元,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,63.09443212609549,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-16|5215,2019-08-16,2019-08-19,next_trading_day_after_signal_date,2019-W33,5215,科嘉-KY,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,62.06654058496085,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-16|2387,2019-08-16,2019-08-19,next_trading_day_after_signal_date,2019-W33,2387,精元,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,63.17488437524736,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-23|6683,2019-08-23,2019-08-26,next_trading_day_after_signal_date,2019-W34,6683,雍智科技,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,62.358910982774496,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-23|3338,2019-08-23,2019-08-26,next_trading_day_after_signal_date,2019-W34,3338,泰碩,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,61.49097680520119,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-30|6231,2019-08-30,2019-09-02,next_trading_day_after_signal_date,2019-W35,6231,系微,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,60.38278152487028,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-08-30|6510,2019-08-30,2019-09-02,next_trading_day_after_signal_date,2019-W35,6510,精測,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,61.67109042121709,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-09-06|2367,2019-09-06,2019-09-09,next_trading_day_after_signal_date,2019-W36,2367,燿華,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.100293517161006,normal,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2019-09-12|5340,2019-09-12,2019-09-16,next_trading_day_after_signal_date,2019-W37,5340,建榮,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,57.69893159760923,normal,high_attention,True,True,False,True,True,True,
2019-09-20|5340,2019-09-20,2019-09-23,next_trading_day_after_signal_date,2019-W38,5340,建榮,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,61.51226009253745,high,high_attention,True,True,False,True,True,True,
2020-02-07|9103,2020-02-07,2020-02-10,next_trading_day_after_signal_date,2020-W06,9103,美德醫療-DR,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,67.1174585857774,high,normal,True,True,False,True,True,True,
2020-02-14|4934,2020-02-14,2020-02-17,next_trading_day_after_signal_date,2020-W07,4934,太極,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,100.0,high,high_attention,True,True,False,True,True,True,
2020-02-21|4934,2020-02-21,2020-02-24,next_trading_day_after_signal_date,2020-W08,4934,太極,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,100.0,high,high_attention,True,True,False,True,True,True,
2020-02-27|9103,2020-02-27,2020-03-02,next_trading_day_after_signal_date,2020-W09,9103,美德醫療-DR,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,72.11088061900159,high,normal,True,True,False,True,True,True,
2020-03-06|3373,2020-03-06,2020-03-09,next_trading_day_after_signal_date,2020-W10,3373,熱映,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,62.14652142863128,high,high_attention,True,True,False,True,True,True,
2020-03-20|3373,2020-03-20,2020-03-23,next_trading_day_after_signal_date,2020-W12,3373,熱映,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,71.95384311209655,high,high_attention,True,True,False,True,True,True,
2020-03-27|3373,2020-03-27,2020-03-30,next_trading_day_after_signal_date,2020-W13,3373,熱映,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,71.52669248895413,high,high_attention,True,True,False,True,True,True,
2020-04-01|3373,2020-04-01,2020-04-06,next_trading_day_after_signal_date,2020-W14,3373,熱映,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,70.50670454597878,high,high_attention,True,True,False,True,True,True,
2020-04-10|3373,2020-04-10,2020-04-13,next_trading_day_after_signal_date,2020-W15,3373,熱映,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,69.95966377200362,high,high_attention,True,True,False,True,True,True,
2020-04-10|1325,2020-04-10,2020-04-13,next_trading_day_after_signal_date,2020-W15,1325,恆大,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,61.56981518431094,high,high_attention,True,True,False,True,True,True,
2020-04-17|3373,2020-04-17,2020-04-20,next_trading_day_after_signal_date,2020-W16,3373,熱映,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,69.18232574505967,high,high_attention,True,True,False,True,True,True,
2020-04-17|1325,2020-04-17,2020-04-20,next_trading_day_after_signal_date,2020-W16,1325,恆大,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,60.50364636534179,high,high_attention,True,True,False,True,True,True,
2020-04-24|4171,2020-04-24,2020-04-27,next_trading_day_after_signal_date,2020-W17,4171,瑞基,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,62.06467164537325,high,high_attention,True,True,False,True,True,True,
2020-04-24|1325,2020-04-24,2020-04-27,next_trading_day_after_signal_date,2020-W17,1325,恆大,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,61.681176384466326,high,high_attention,True,True,False,True,True,True,
2020-04-30|1325,2020-04-30,2020-05-04,next_trading_day_after_signal_date,2020-W18,1325,恆大,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,62.363361735259794,high,high_attention,True,True,False,True,True,True,
2020-05-08|4743,2020-05-08,2020-05-11,next_trading_day_after_signal_date,2020-W19,4743,合一,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,62.49336231864447,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2020-05-08|3373,2020-05-08,2020-05-11,next_trading_day_after_signal_date,2020-W19,3373,熱映,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,66.41781897511424,high,high_attention,True,True,False,True,True,True,
2020-05-15|4743,2020-05-15,2020-05-18,next_trading_day_after_signal_date,2020-W20,4743,合一,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,63.5763468445104,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2020-05-15|4171,2020-05-15,2020-05-18,next_trading_day_after_signal_date,2020-W20,4171,瑞基,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,67.04189499778686,high,high_attention,True,True,False,True,True,True,
2020-05-22|1325,2020-05-22,2020-05-25,next_trading_day_after_signal_date,2020-W21,1325,恆大,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,66.21655476164385,high,high_attention,True,True,False,True,True,True,
2020-05-22|4743,2020-05-22,2020-05-25,next_trading_day_after_signal_date,2020-W21,4743,合一,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,65.80396793772093,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2020-05-29|4743,2020-05-29,2020-06-01,next_trading_day_after_signal_date,2020-W22,4743,合一,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,65.53229037227777,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2020-05-29|1325,2020-05-29,2020-06-01,next_trading_day_after_signal_date,2020-W22,1325,恆大,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,66.86798781859447,high,high_attention,True,True,False,True,True,True,
