signal_date,state_start_date,state_end_date,holding_ticker,holding_asset_type,transition_action,target_state,previous_ticker,exception_has_signal,exception_ticker,exception_same_as_previous_signal,exception_consecutive_signal_count,cash_condition_status,path_ready,source_quality,exception_alignment_policy,future_return_used_as_feature,diagnostic_only
2017-02-24,2017-03-01,2017-03-06,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-03-03,2017-03-06,2017-03-13,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-03-10,2017-03-13,2017-03-20,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-03-17,2017-03-20,2017-03-27,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-03-24,2017-03-27,2017-04-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-03-31,2017-04-05,2017-04-10,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-04-07,2017-04-10,2017-04-17,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-04-14,2017-04-17,2017-04-24,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-04-21,2017-04-24,2017-05-02,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-04-28,2017-05-02,2017-05-08,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-05-05,2017-05-08,2017-05-15,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-05-12,2017-05-15,2017-05-22,1569,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,1569,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-05-19,2017-05-22,2017-05-31,00631L,etf,stock_exception_to_base_00631L,base_00631L,1569,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-05-26,2017-05-31,2017-06-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-06-02,2017-06-03,2017-06-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-06-09,2017-06-12,2017-06-19,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-06-16,2017-06-19,2017-06-26,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-06-23,2017-06-26,2017-07-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-06-30,2017-07-03,2017-07-10,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-07-07,2017-07-10,2017-07-17,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-07-14,2017-07-17,2017-07-24,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-07-21,2017-07-24,2017-07-31,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-07-28,2017-07-31,2017-08-07,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-08-04,2017-08-07,2017-08-14,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-08-11,2017-08-14,2017-08-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-08-18,2017-08-21,2017-08-28,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-08-25,2017-08-28,2017-09-04,2603,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,2603,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-09-01,2017-09-04,2017-09-11,00631L,etf,stock_exception_to_base_00631L,base_00631L,2603,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-09-08,2017-09-11,2017-09-18,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-09-15,2017-09-18,2017-09-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-09-22,2017-09-25,2017-10-02,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-09-29,2017-10-02,2017-10-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-10-06,2017-10-11,2017-10-16,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-10-13,2017-10-16,2017-10-23,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-10-20,2017-10-23,2017-10-30,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-10-27,2017-10-30,2017-11-06,6121,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,6121,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-11-03,2017-11-06,2017-11-13,00631L,etf,stock_exception_to_base_00631L,base_00631L,6121,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-11-10,2017-11-13,2017-11-20,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-11-17,2017-11-20,2017-11-27,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-11-24,2017-11-27,2017-12-04,6573,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,6573,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-12-01,2017-12-04,2017-12-11,00631L,etf,stock_exception_to_base_00631L,base_00631L,6573,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-12-08,2017-12-11,2017-12-18,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-12-15,2017-12-18,2017-12-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-12-22,2017-12-25,2018-01-02,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2017-12-29,2018-01-02,2018-01-08,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-01-05,2018-01-08,2018-01-15,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-01-12,2018-01-15,2018-01-22,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-01-19,2018-01-22,2018-01-29,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-01-26,2018-01-29,2018-02-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-02-02,2018-02-05,2018-02-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-02-09,2018-02-12,2018-02-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-02-12,2018-02-21,2018-02-26,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-02-23,2018-02-26,2018-03-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-03-02,2018-03-05,2018-03-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-03-09,2018-03-12,2018-03-19,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-03-16,2018-03-19,2018-03-26,6150,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,6150,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-03-23,2018-03-26,2018-04-02,00631L,etf,stock_exception_to_base_00631L,base_00631L,6150,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-03-30,2018-04-02,2018-04-09,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-04-03,2018-04-09,2018-04-16,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-04-13,2018-04-16,2018-04-23,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-04-20,2018-04-23,2018-04-30,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-04-27,2018-04-30,2018-05-07,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-05-04,2018-05-07,2018-05-14,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-05-11,2018-05-14,2018-05-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-05-18,2018-05-21,2018-05-28,4190,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,4190,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-05-25,2018-05-28,2018-06-04,00631L,etf,stock_exception_to_base_00631L,base_00631L,4190,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-06-01,2018-06-04,2018-06-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-06-08,2018-06-11,2018-06-19,3090,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,3090,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-06-15,2018-06-19,2018-06-25,00631L,etf,stock_exception_to_base_00631L,base_00631L,3090,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-06-22,2018-06-25,2018-07-02,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-06-29,2018-07-02,2018-07-09,8163,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,8163,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-07-06,2018-07-09,2018-07-16,00631L,etf,stock_exception_to_base_00631L,base_00631L,8163,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-07-13,2018-07-16,2018-07-23,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-07-20,2018-07-23,2018-07-30,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-07-27,2018-07-30,2018-08-06,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-08-03,2018-08-06,2018-08-13,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-08-10,2018-08-13,2018-08-20,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-08-17,2018-08-20,2018-08-27,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-08-24,2018-08-27,2018-09-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-08-31,2018-09-03,2018-09-10,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-09-07,2018-09-10,2018-09-17,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-09-14,2018-09-17,2018-09-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-09-21,2018-09-25,2018-10-01,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-09-28,2018-10-01,2018-10-08,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-10-05,2018-10-08,2018-10-15,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-10-12,2018-10-15,2018-10-22,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-10-19,2018-10-22,2018-10-29,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-10-26,2018-10-29,2018-11-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-11-02,2018-11-05,2018-11-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-11-09,2018-11-12,2018-11-19,3563,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,3563,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-11-16,2018-11-19,2018-11-26,00631L,etf,stock_exception_to_base_00631L,base_00631L,3563,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-11-23,2018-11-26,2018-12-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-11-30,2018-12-03,2018-12-10,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-12-07,2018-12-10,2018-12-17,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-12-14,2018-12-17,2018-12-24,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-12-21,2018-12-24,2019-01-02,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2018-12-28,2019-01-02,2019-01-07,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-01-04,2019-01-07,2019-01-14,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-01-11,2019-01-14,2019-01-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-01-18,2019-01-21,2019-01-28,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-01-25,2019-01-28,2019-02-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-01-30,2019-02-11,2019-02-18,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-02-15,2019-02-18,2019-02-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-02-22,2019-02-25,2019-03-04,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-02-27,2019-03-04,2019-03-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-03-08,2019-03-11,2019-03-18,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-03-15,2019-03-18,2019-03-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-03-22,2019-03-25,2019-04-01,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-03-29,2019-04-01,2019-04-08,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-04-03,2019-04-08,2019-04-15,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2019-04-12,2019-04-15,2019-04-22,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
